Total Halting vehicles,Total Cycle Time,Total Waiting Time
0.0,900,0.0
99.0,900,2331.0
171.0,900,4763.0
165.0,900,4788.0
192.0,900,5210.0
176.0,900,5045.0
206.0,900,5630.0
216.0,900,7249.0
263.0,900,10014.0
257.0,900,7266.0
285.0,900,10071.0
314.0,900,12968.0
355.0,900,19121.0
304.0,900,12992.0
350.0,900,15874.0
375.0,900,19699.0
326.0,900,16554.0
344.0,900,16893.0
441.0,900,30578.0
501.0,900,51185.0
515.0,900,57784.0
